predicate,argument,role_type,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
betray,liar,ARG1,The liar betrayed the trust of the people.,0.75,The liar betrayed the trust of the leader.,0.75,The liar betrayed the trust of the friend.,0.75,The liar betrayed the trust of the family.,0.75,The liar betrayed the trust of the nation.,0.75,4.7,0.75
betray,partner,ARG0,I betrayed my partner by cheating on her.,0.75,He betrayed his country by selling out to the enemy.,0.75,She betrayed her trust by lying to me.,0.75,,0.75,,0.75,3.5,0.75
betray,partner,ARG1,I betrayed my partner by cheating on her.,0.75,He betrayed his country by selling out to the enemy.,0.75,She betrayed her trust by lying to me.,0.75,,0.75,,0.75,4.5,0.75
betray,wife,ARG0,The husband betrayed his wife by cheating on her.,0.75,The wife betrayed her husband by having an affair.,0.75,,0.75,,0.75,,0.75,3.4,0.75
betray,wife,ARG1,The husband betrayed his wife by cheating on her.,0.75,The wife betrayed her husband by having an affair.,0.75,,0.75,,0.75,,0.75,4.4,0.75
blame,skydiver,ARG0,The skydiver blamed the weather for the accident.,0.75,The skydiver blamed the equipment for the accident.,0.75,The skydiver blamed the training for the accident.,0.75,The skydiver blamed the instructor for the accident.,0.75,The skydiver blamed himself for the accident.,0.75,2,0.75
blame,skydiver,ARG1,The skydiver blamed the weather for the accident.,0.75,The skydiver blamed the equipment for the accident.,0.75,The skydiver blamed the training for the accident.,0.75,The skydiver blamed the instructor for the accident.,0.75,The skydiver blamed himself for the accident.,0.75,1.5,0.75
blame,student,ARG0,The teacher blamed the student for not completing the homework.,0.75,The student blamed the teacher for not providing enough resources.,0.75,The student blamed the school for not providing a good education.,0.75,The teacher blamed the student for not paying attention in class.,0.75,The student blamed the teacher for not explaining the material clearly.,0.75,5.3,0.75
blame,student,ARG1,The teacher blamed the student for not completing the homework.,0.75,The student blamed the teacher for not providing enough resources.,0.75,The student blamed the school for not providing a supportive learning environment.,0.75,The teacher blamed the student for not paying attention in class.,0.75,The student blamed the teacher for not explaining the material clearly.,0.75,4.7,0.75
blame,weatherman,ARG0,We blame the weatherman for the storm.,0.75,The weatherman blamed the storm on the weather.,0.75,The storm was blamed on the weatherman by the media.,0.75,The weatherman was blamed for the storm by the public.,0.75,The weatherman blamed the storm on the government's weather forecasting system.,0.75,3.4,0.75
blame,weatherman,ARG1,We blame the weatherman for the storm.,0.75,The weatherman blamed the storm on the weather.,0.75,The storm was blamed on the weatherman by the media.,0.75,The weatherman was blamed for the storm by the public.,0.75,The weatherman blamed the storm on his own mistake.,0.75,5.5,0.75
blame,writer,ARG0,The writer blamed the editor for the mistakes in the article.,0.75,The writer blamed the publisher for the poor quality of the book.,0.75,The writer blamed the reader for not understanding the story.,0.75,The writer blamed the critic for not appreciating the artwork.,0.75,The writer blamed the government for the lack of funding for the project.,0.75,4.5,0.75
blame,writer,ARG1,The writer blamed the editor for the mistakes in the article.,0.75,The writer blamed the publisher for the poor quality of the book.,0.75,The writer blamed the reader for not understanding the story.,0.75,The writer blamed the critic for not appreciating the artwork.,0.75,The writer blamed the government for the lack of funding for the project.,0.75,4.9,0.75
bother,mechanic,ARG0,The mechanic bothered me to fix the car.,0.75,The mechanic bothered me to get the car fixed.,0.75,The mechanic bothered me to get the car repaired.,0.75,The mechanic bothered me to get the car serviced.,0.75,The mechanic bothered me to get the car maintained.,0.75,2.8,0.75
bother,mechanic,ARG1,The mechanic bothered me to fix the car.,0.75,The mechanic bothered me to get the car fixed.,0.75,The mechanic bothered me to get the car repaired.,0.75,The mechanic bothered me to get the car serviced.,0.75,The mechanic bothered me to get the car maintained.,0.75,3.4,0.75
bother,receptionist,ARG0,The receptionist bothered me to ask for my ID.,0.75,The receptionist bothered me to ask for my name.,0.75,The receptionist bothered me to ask for my phone number.,0.75,The receptionist bothered me to ask for my address.,0.75,The receptionist bothered me to ask for my email address.,0.75,2.1,0.75
bother,receptionist,ARG1,The receptionist bothered me to ask for my ID.,0.75,The receptionist bothered me to ask for my name.,0.75,The receptionist bothered me to ask for my phone number.,0.75,The receptionist bothered me to ask for my address.,0.75,The receptionist bothered me to ask for my email address.,0.75,4.7,0.75
break,child,ARG0,The child broke the glass.,0.75,The glass broke under the child's weight.,0.75,The child broke the glass with a hammer.,0.75,The child broke the glass by accident.,0.75,The child broke the glass on purpose.,0.75,6,0.75
break,child,ARG1,The child broke the glass.,0.75,The glass broke under the child's weight.,0.75,The child broke the glass with a hammer.,0.75,The child broke the glass by accident.,0.75,The child broke the glass on purpose.,0.75,1.4,0.75
break,horse,ARG0,The horse broke the glass.,0.75,,0.75,The horse was broken by the fall.,0.75,The horse was broken by the impact.,0.75,The horse was broken by the force of the fall.,0.75,3.8,0.75
break,horse,ARG1,The horse broke the glass.,0.75,The horse broke the window.,0.75,The horse broke the mirror.,0.75,The horse broke the vase.,0.75,The horse broke the pottery.,0.75,2.9,0.75
break,vase,ARG0,The vase broke.,1.0,The vase broke into pieces.,0.75,,0.75,The vase broke into a thousand pieces.,0.75,The vase broke into a million pieces and shattered on the floor.,0.75,1.1,0.8
break,vase,ARG1,The vase broke.,1.0,The vase broke into pieces.,0.75,The vase broke into a million pieces.,0.75,The vase broke into a thousand pieces.,0.75,The vase broke into a million pieces and shattered on the floor.,0.75,5.9,0.8
break,window,ARG0,I broke the window with a hammer.,0.75,The window broke when the wind blew too hard.,0.75,The window broke when I dropped it.,1.0,The window broke when I tried to open it.,0.75,The window broke when I was trying to fix it.,0.75,1,0.8
break,window,ARG1,The window broke when the man threw the brick.,0.75,The brick broke the window when it hit the wall.,0.75,The window broke when the man accidentally knocked it over.,0.75,The window broke when the man tried to open it but it was stuck.,0.75,The window broke when the man tried to clean it but the glass was too thick.,0.75,6,0.75
bribe,judge,ARG0,The judge bribed the witness to testify falsely.,0.75,The judge bribed the prosecutor to drop the charges.,0.75,The judge bribed the defense attorney to make a weak case.,0.75,,0.75,,0.75,1.6,0.75
bribe,judge,ARG1,The judge bribed the witness to testify falsely.,0.75,The judge bribed the prosecutor to drop the charges.,0.75,The judge bribed the defense attorney to make a weak case.,0.75,,0.75,,0.75,4.5,0.75
bribe,manager,ARG0,The manager bribed the employee to take a longer lunch break.,0.75,The manager bribed the employee with a new laptop to work more efficiently.,0.75,The manager bribed the employee with a bonus to stay late and finish the project on time.,0.75,The manager bribed the employee with a free meal to attend a networking event.,0.75,The manager bribed the employee with a gift card to a popular restaurant to celebrate their birthday.,0.75,3.6,0.75
bribe,manager,ARG1,The manager bribed the employee to take a longer lunch break.,0.75,The manager bribed the employee with a new laptop to improve their productivity.,0.75,The manager bribed the employee with a bonus to stay late and finish the project.,0.75,The manager bribed the employee with a free meal to attend a networking event.,0.75,The manager bribed the employee with a gift card to a popular restaurant to celebrate their birthday.,0.75,5.1,0.75
bribe,undertaker,ARG0,The undertaker bribed the judge to ensure a favorable verdict.,0.75,The undertaker bribed the police to cover up the crime.,0.75,The undertaker bribed the politician to secure a government contract.,0.75,The undertaker bribed the doctor to prescribe a dangerous drug.,0.75,The undertaker bribed the teacher to give a passing grade.,0.75,2.2,0.75
bribe,undertaker,ARG1,The undertaker bribed the judge to ensure a favorable verdict.,0.75,The undertaker bribed the police to cover up the crime.,0.75,The undertaker bribed the politician to secure a government contract.,0.75,The undertaker bribed the doctor to prescribe a dangerous drug.,0.75,The undertaker bribed the teacher to give a passing grade.,0.75,2.5,0.75
bury,bone,ARG0,The dog buried the bone under the tree.,0.75,The cat buried the bone in the sandbox.,0.75,The child buried the bone in the garden.,0.75,The person buried the bone in the ground.,0.75,The animal buried the bone in the hole.,0.75,1.3,0.75
bury,bone,ARG1,The dog buried the bone under the tree.,0.75,The cat buried the bone in the sandbox.,0.75,The child buried the bone in the garden.,0.75,The man buried the bone in the ground.,0.75,The woman buried the bone in the soil.,0.75,6.2,0.75
bury,evidence,ARG0,The evidence was buried in the file cabinet.,0.75,The police buried the evidence in the backyard.,0.75,The suspect buried the evidence in the woods.,0.75,The witness buried the evidence in the river.,0.75,The forensic team buried the evidence in the lab.,0.75,1.4,0.75
bury,evidence,ARG1,The evidence was buried in the file cabinet.,0.75,The police buried the evidence in the backyard.,0.75,The suspect buried the evidence in the woods.,0.75,The witness buried the evidence in the river.,0.75,The forensic team buried the evidence in the lab.,0.75,4.3,0.75
bury,undertaker,ARG0,The undertaker buried the body in the ground.,0.75,The undertaker buried the body in the cemetery.,0.75,The undertaker buried the body in the backyard.,0.75,The undertaker buried the body in the forest.,0.75,The undertaker buried the body in the ocean.,0.75,6.7,0.75
bury,undertaker,ARG1,The undertaker buried the body in the ground.,0.75,The undertaker buried the body in the cemetery.,0.75,The undertaker buried the body in the backyard.,0.75,The undertaker buried the body in the forest.,0.75,The undertaker buried the body in the ocean.,0.75,2.3,0.75
