predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
break,vase,ARG0,The vase broke.,The vase broke into pieces.,The vase broke into a million pieces.,The vase broke into a thousand pieces.,The vase broke into a million pieces and shattered on the floor.
break,vase,ARG1,The vase broke.,The vase broke into pieces.,The vase broke into a million pieces.,The vase broke into a thousand pieces.,The vase broke into a million pieces and shattered on the floor.
break,window,ARG0,I broke the window with a hammer.,The window broke when the wind blew too hard.,The window broke when I dropped it.,The window broke when I tried to open it.,The window broke when I was trying to fix it.
break,window,ARG1,The window broke when the man threw the brick.,The brick broke the window when it hit the wall.,The window broke when the man accidentally knocked it over.,The window broke when the man tried to open it but it was stuck.,The window broke when the man tried to clean it but the glass was too thick.
bribe,judge,ARG0,The judge bribed the witness to testify falsely.,The judge bribed the prosecutor to drop the charges.,The judge bribed the defense attorney to make a weak case.,The judge bribed the judge to rule in favor of the defendant.,The judge bribed the judge to rule in favor of the prosecution.
bribe,judge,ARG1,The judge bribed the witness to testify falsely.,The judge bribed the prosecutor to drop the charges.,The judge bribed the defense attorney to make a weak case.,The judge bribed the judge to rule in favor of the defendant.,The judge bribed the judge to rule in favor of the prosecution.
bribe,manager,ARG0,The manager bribed the employee to take a longer lunch break.,The manager bribed the employee with a new laptop to work more efficiently.,The manager bribed the employee with a bonus to stay late and finish the project on time.,The manager bribed the employee with a free meal to attend a networking event.,The manager bribed the employee with a gift card to a popular restaurant to celebrate their birthday.
bribe,manager,ARG1,The manager bribed the employee to take a longer lunch break.,The manager bribed the employee with a new laptop to improve their productivity.,The manager bribed the employee with a bonus to stay late and finish the project.,The manager bribed the employee with a free meal to attend a networking event.,The manager bribed the employee with a gift card to a popular restaurant to celebrate their birthday.
bribe,undertaker,ARG0,The undertaker bribed the judge to ensure a favorable verdict.,The undertaker bribed the police to cover up the crime.,The undertaker bribed the politician to secure a government contract.,The undertaker bribed the doctor to prescribe a dangerous drug.,The undertaker bribed the teacher to give a passing grade.
bribe,undertaker,ARG1,The undertaker bribed the judge to ensure a favorable verdict.,The undertaker bribed the police to cover up the crime.,The undertaker bribed the politician to secure a government contract.,The undertaker bribed the doctor to prescribe a dangerous drug.,The undertaker bribed the teacher to give a passing grade.
bury,bone,ARG0,The dog buried the bone under the tree.,The cat buried the bone in the sandbox.,The child buried the bone in the garden.,The person buried the bone in the ground.,The animal buried the bone in the hole.
bury,bone,ARG1,The dog buried the bone under the tree.,The cat buried the bone in the sandbox.,The child buried the bone in the garden.,The man buried the bone in the ground.,The woman buried the bone in the soil.
bury,evidence,ARG0,The evidence was buried in the file cabinet.,The police buried the evidence in the backyard.,The suspect buried the evidence in the woods.,The witness buried the evidence in the river.,The forensic team buried the evidence in the lab.
